9.999999999999999547e-08 3.153362227928399042e-01 3.527903750121287318e-01 7.747039999999999482e-01 2.283630156187605798e-04 6.252531848279253845e-02 9.820794265231057481e-04
1.291549665014882683e-06 3.153362229361555968e-01 3.527888159516908706e-01 7.746799999999999242e-01 2.283630398528861368e-04 6.252277227677642546e-02 9.570956065095995256e-04
1.668100537200059254e-05 3.153362293328020316e-01 3.527744191196972023e-01 7.746799999999999242e-01 2.283631083457695124e-04 6.249824368817012699e-02 9.654843344145954765e-04
2.154434690031884489e-04 3.153372587191017873e-01 3.526038694046833566e-01 7.747560000000000002e-01 2.283742052524739179e-04 6.220604014490955375e-02 1.020203901188346295e-03
2.782559402207125665e-03 3.154607417920132217e-01 3.516264903769883432e-01 7.740599999999999703e-01 2.299235370903231039e-04 6.033767096044526101e-02 1.280368696899444013e-03
3.593813663804625719e-02 3.188566944482148502e-01 3.574754369650343655e-01 7.700359999999999427e-01 2.859984154074404696e-04 6.467311694825954305e-02 1.471059482142041174e-03
4.641588833612781961e-01 3.387744321796749558e-01 3.588237145564364683e-01 7.524520000000000097e-01 2.462102383962028055e-04 3.341730585562501660e-02 1.355586957741924383e-03
5.994842503189421024e+00 4.161676198975071683e-01 4.177223944461558869e-01 7.079039999999999777e-01 1.839742967637343521e-04 2.147835683296046329e-03 2.520266652558809245e-03
7.742636826811278183e+01 4.810761476116581226e-01 4.818901971291587039e-01 6.890119999999999578e-01 4.224909082425162452e-05 1.152877362158080503e-03 2.327171673942420374e-03
1.000000000000000000e+03 4.979963339109064746e-01 4.980114493660197095e-01 6.845959999999999823e-01 3.117928096432901701e-06 8.268939117460835111e-06 1.902297558217456910e-03
