9.999999999999999547e-08 1.013612041985772084e+05 3.379016820241508685e+04 7.276319999999999455e-01 8.456050749952736112e+01 7.485422199962088996e+01 2.376552124402070768e-03
1.291549665014882683e-06 1.013612041986752592e+05 3.379016820242570975e+04 7.276319999999999455e-01 8.456050749927264576e+01 7.485422199944478905e+01 2.376552124402070768e-03
1.668100537200059254e-05 1.013612041999417124e+05 3.379016820256286883e+04 7.276319999999999455e-01 8.456050749607231865e+01 7.485422199712324698e+01 2.376552124402070768e-03
2.154434690031884489e-04 1.013612042162986909e+05 3.379016820433438988e+04 7.276319999999999455e-01 8.456050745468459695e+01 7.485422196718509724e+01 2.376552124402070768e-03
2.782559402207125665e-03 1.013612044275569351e+05 3.379016822721438075e+04 7.276319999999999455e-01 8.456050692004659197e+01 7.485422158055126829e+01 2.376552124402070768e-03
3.593813663804625719e-02 1.013612071560620097e+05 3.379016852272098185e+04 7.276319999999999455e-01 8.456050001477703404e+01 7.485421658696544966e+01 2.376552124402070768e-03
4.641588833612781961e-01 1.013612423960139859e+05 3.379017233933525131e+04 7.276319999999999455e-01 8.456041083013380444e+01 7.485415209234669476e+01 2.376552124402070768e-03
5.994842503189421024e+00 1.013616975297793106e+05 3.379022163277397340e+04 7.276319999999999455e-01 8.455925899243074184e+01 7.485331912369966290e+01 2.376552124402070768e-03
7.742636826811278183e+01 1.013675745215053757e+05 3.379085827698852518e+04 7.276319999999999455e-01 8.454438679986492389e+01 7.484256281791289211e+01 2.376552124402070768e-03
1.000000000000000000e+03 1.014432646475838410e+05 3.379907999652877334e+04 7.275960000000001315e-01 8.435303055418353324e+01 7.470395568961482979e+01 2.372950905518283592e-03
