9.999999999999999547e-08 1.020484866808770748e+05 3.401855776961068477e+04 7.307160000000000322e-01 9.011786443557410564e+01 7.624331806030203040e+01 2.104543655997633770e-03
1.291549665014882683e-06 1.020484866809775995e+05 3.401855776962184609e+04 7.307160000000000322e-01 9.011786443527843460e+01 7.624331806011335289e+01 2.104543655997633770e-03
1.668100537200059254e-05 1.020484866822757613e+05 3.401855776976595371e+04 7.307160000000000322e-01 9.011786443152351467e+01 7.624331805770283665e+01 2.104543655997633770e-03
2.154434690031884489e-04 1.020484866990418814e+05 3.401855777162715094e+04 7.307160000000000322e-01 9.011786438325526660e+01 7.624331802656917034e+01 2.104543655997633770e-03
2.782559402207125665e-03 1.020484869155850465e+05 3.401855779566550336e+04 7.307160000000000322e-01 9.011786375948894090e+01 7.624331762443338789e+01 2.104543655997633770e-03
3.593813663804625719e-02 1.020484897123470728e+05 3.401855810613265203e+04 7.307160000000000322e-01 9.011785570339962703e+01 7.624331243065068975e+01 2.104543655997633770e-03
4.641588833612781961e-01 1.020485258338697895e+05 3.401856211596976937e+04 7.307160000000000322e-01 9.011775165513975594e+01 7.624324535047088602e+01 2.104543655997633770e-03
5.994842503189421024e+00 1.020489923532854591e+05 3.401861390494841908e+04 7.307160000000000322e-01 9.011640784972684060e+01 7.624237898850851991e+01 2.104543655997633770e-03
7.742636826811278183e+01 1.020550163506729150e+05 3.401928277543822333e+04 7.307040000000000202e-01 9.009905686616490073e+01 7.623119146847737682e+01 2.105900282539487425e-03
1.000000000000000000e+03 1.021325975281126011e+05 3.402791990368666302e+04 7.306639999999999802e-01 8.987578020435439896e+01 7.608702785057391793e+01 2.109164763597216885e-03
