1.000000000000000048e-04 2.974571706188245956e-01 5.860674862789007770e+21 6.068759999999999710e-01 1.723560237804693538e-03 1.015098662799171964e+22 8.291559496258829598e-02
3.593813663804625697e-04 2.976090059405257504e-01 6.777652543503544091e+21 6.072839999999999350e-01 1.650965871291455332e-03 1.173923856095360791e+22 8.285954834537780089e-02
1.291549665014883998e-03 2.978816906611281290e-01 9.525299937782014149e+21 6.087960000000000038e-01 1.601536585009927195e-03 1.649830344943288608e+22 8.146882034250894911e-02
4.641588833612782412e-03 2.986754364741805445e-01 1.797798072268949239e+22 6.104559999999999986e-01 1.711493875788973372e-03 3.113877602909456171e+22 7.916762691908857397e-02
1.668100537200059227e-02 3.043825937280382199e-01 3.482516240375804120e+22 6.135240000000000693e-01 7.434329259473944004e-03 6.031895066492368690e+22 7.257915546491290615e-02
5.994842503189409116e-02 3.163346942901692493e-01 3.637535514397111642e+22 6.233840000000000492e-01 1.994680564488246141e-02 6.300396325236767719e+22 6.626608809941932077e-02
2.154434690031884481e-01 3.176443712512759809e-01 3.832041699109593154e+21 6.381360000000000365e-01 1.554444565835779151e-03 6.637290919386222166e+21 4.763340071840346801e-02
7.742636826811277739e-01 3.426078279725349174e-01 2.191789389941674764e+22 6.505279999999999951e-01 5.187854017057104417e-03 3.796290582868742111e+22 3.097071649155055256e-02
2.782559402207125832e+00 3.774466856148778748e-01 6.250725621789407104e+22 6.568080000000000584e-01 1.944537007784081367e-02 1.082657436110917028e+23 2.284946914044177005e-02
1.000000000000000000e+01 3.890259590083667840e-01 4.845335447414720220e+22 6.600000000000000311e-01 3.504821435032422824e-03 8.392367174634153863e+22 2.167365516012468088e-02
