1.000000000000000048e-04 9.945587489908562784e-01 3.809692399334303360e+17 7.699240000000000528e-01 1.239880872671774492e+00 6.598580796855850240e+17 7.598194174933935174e-02
3.593813663804625697e-04 3.231350614451694581e-01 3.472628397857799040e+17 8.014320000000000332e-01 7.691735475438911396e-02 6.014768820896195840e+17 2.171384074732060979e-02
1.291549665014883998e-03 2.826592082039396936e-01 2.532228824154004800e+17 8.116160000000000041e-01 6.649470486662033795e-03 4.385948979825125760e+17 4.012412740484234616e-03
4.641588833612782412e-03 2.797402484810568857e-01 8.897141116360416000e+16 8.127359999999999030e-01 6.501334575238175558e-04 1.541030045564630720e+17 1.692713797427038017e-03
1.668100537200059227e-02 2.819155924688601100e-01 1.165511021523819688e+14 8.107440000000000202e-01 3.349811861563779477e-04 2.018724306053755000e+14 1.250996402872537510e-03
5.994842503189409116e-02 2.893960567654649263e-01 2.133181118425254400e+16 8.018080000000000762e-01 2.747827902901728747e-04 3.694778078858924000e+16 8.982115563718546169e-04
2.154434690031884481e-01 3.126462732306947157e-01 6.994339654786003750e+14 7.824600000000000444e-01 1.228385071739376139e-02 1.211455164741825500e+15 3.343184110993590967e-03
7.742636826811277739e-01 3.310766666428895943e-01 3.288964466366577200e+16 7.637359999999999705e-01 4.571513132967365556e-03 5.696653560033831200e+16 2.598571915495133736e-03
2.782559402207125832e+00 1.419631963891588633e+00 1.985955033749379600e+16 7.281159999999999854e-01 1.849585215003935135e+00 3.439775019998378000e+16 3.445089885619822406e-02
1.000000000000000000e+01 3.756269389920615098e-01 5.413211580125797500e+14 7.320520000000000360e-01 2.037756845074824730e-03 9.375957488714151250e+14 2.148454328115948636e-03
