1.000000000000000000e+03 1.298072650423560262e+05 4.326920028374973481e+04 6.646719999999999295e-01 2.739641598842278425e-01 1.126208184577519034e-01 2.436653442736547073e-03
2.782559402207125913e+03 1.298072664388149569e+05 4.326920051497713575e+04 6.646719999999999295e-01 2.739617574160007618e-01 1.126199732252023550e-01 2.436653442736547073e-03
7.742636826811270112e+03 1.298072703244579461e+05 4.326920115837398043e+04 6.646719999999999295e-01 2.739550725163131251e-01 1.126176213632133355e-01 2.436653442736547073e-03
2.154434690031882201e+04 1.298072811358183972e+05 4.326920294860875583e+04 6.646719999999999295e-01 2.739364725888573382e-01 1.126110775588236856e-01 2.436653442736547073e-03
5.994842503189409035e+04 1.298073112138681463e+05 4.326920792961648112e+04 6.646719999999999295e-01 2.738847263438152768e-01 1.125928719759070329e-01 2.436653442736547073e-03
1.668100537200059043e+05 1.298073948675599240e+05 4.326922178626163077e+04 6.646719999999999295e-01 2.737408099851312282e-01 1.125422367304999005e-01 2.436653442736547073e-03
4.641588833612772287e+05 1.298076273274858395e+05 4.326926031762651110e+04 6.646719999999999295e-01 2.733409009988871929e-01 1.124015181185469975e-01 2.436653442736547073e-03
1.291549665014882805e+06 1.298082717570298410e+05 4.326936733573084348e+04 6.646719999999999295e-01 2.722323508388597713e-01 1.120113273710389157e-01 2.436653442736547073e-03
3.593813663804625627e+06 1.298100464646758192e+05 4.326966359558514523e+04 6.646719999999999295e-01 2.691801410359834223e-01 1.109361208480412198e-01 2.436653442736547073e-03
1.000000000000000000e+07 1.298148451256660192e+05 4.327047629005266208e+04 6.646679999999999255e-01 2.609321037798851273e-01 1.080244188021681345e-01 2.436768351731421079e-03
